Nombre,usuario,locacion,followers Twitter,fecha tweet,id tweet,contenido,menciones,hashtags,likes,veces compartido
Guillermo Lasso,LassoGuillermo,,624171,Sat Dec 19 23:40:58 +0000 2020,1340442029730500609,b'\xc2\xa1GRACIAS LOJA!\n\nLa alegr\xc3\xada por la llegada del CAMBIO se sinti\xc3\xb3 en las calles de Loja en la caravana de hoy. La alia\xe2\x80\xa6 https://t.co/bJmuO4CaJJ',,,381,108
Guillermo Lasso,LassoGuillermo,,624171,Sat Dec 19 21:25:05 +0000 2020,1340407830625579008,"b'Con @guido_chiriboga , tenemos la #CapacidadParaCambiar en el Distrito 3 de Guayas \xf0\x9f\x87\xaa\xf0\x9f\x87\xa8.\n\n\xc2\xa1El 2021 es el a\xc3\xb1o de\xe2\x80\xa6 https://t.co/DFRM3bAijK'",guido_chiriboga,CapacidadParaCambiar,222,91
Guillermo Lasso,LassoGuillermo,,624171,Sat Dec 19 19:15:25 +0000 2020,1340375198768480256,b'\xc2\xbfCu\xc3\xa1les son nuestras propuestas para el CAMBIO en Loja? \n- Trabajar en la carretera Loja-Catamayo \n- Impulsar proye\xe2\x80\xa6 https://t.co/KWPs6ybX7v',,,349,115
Guillermo Lasso,LassoGuillermo,,624171,Sat Dec 19 19:12:49 +0000 2020,1340374548303241217,b'Hoy estuvimos en rueda de prensa con los candidatos a la Asamblea Nacional de @CREOEcuador y @La6Ecuador en Loja. E\xe2\x80\xa6 https://t.co/4Tt0JaRvxr',CREOEcuador,,291,103
Guillermo Lasso,LassoGuillermo,,624171,Sat Dec 19 16:43:55 +0000 2020,1340337076412305408,b'\xc2\xa1Loja nos recibe con alegr\xc3\xada y emoci\xc3\xb3n!\n\nEL CAMBIO ES IMPARABLE \xf0\x9f\x87\xaa\xf0\x9f\x87\xa8. #CapacidadParaCambiar https://t.co/T0UwjWtqQO',,CapacidadParaCambiar,366,114
Guillermo Lasso,LassoGuillermo,,624171,Sat Dec 19 15:29:40 +0000 2020,1340318388531458048,"b'Con seguridad ciudadana, atraeremos inversi\xc3\xb3n y crearemos empleo para todos en Ecuador \xf0\x9f\x87\xaa\xf0\x9f\x87\xa8. #CapacidadParaCambiar'",,CapacidadParaCambiar,617,143
Guillermo Lasso,LassoGuillermo,,624171,Sat Dec 19 01:30:37 +0000 2020,1340107236530659332,b'No hay mejor punto de apoyo que la capacidad de amar de la familia ecuatoriana. Quisiera preguntarles:  \xc2\xbfQui\xc3\xa9n es s\xe2\x80\xa6 https://t.co/KZV4uBCKsL',,,324,123
Guillermo Lasso,LassoGuillermo,,624171,Sat Dec 19 00:44:32 +0000 2020,1340095637224902658,"b'Junto a @guido_chiriboga y todos los candidatos a la Asamblea Nacional por el Distrito 3 en Guayas, traeremos prosp\xe2\x80\xa6 https://t.co/IeILrdq1g1'",guido_chiriboga,,296,104
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 20:17:47 +0000 2020,1340028507380981760,b'@andrestacle \xc2\xa1Gracias por tus palabras! \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbc.',andrestacle,,1,0
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 20:08:51 +0000 2020,1340026260890775553,b'Las ciudades en todo el pa\xc3\xads atraviesan numerosos problemas que necesitan atenci\xc3\xb3n inmediata. Hoy nos reunimos con\xe2\x80\xa6 https://t.co/OrC2XRMK6C',,,313,125
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 19:09:57 +0000 2020,1340011435758415874,b'Los ecuatorianos en el exterior merecen un gobierno que los respalde. #D\xc3\xadaInternacionalDelMigrante\xe2\x80\xa6 https://t.co/KjsPRjUss4',,DíaInternacionalDelMigrante,256,111
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 16:38:47 +0000 2020,1339973394356457472,"b'Se siente la ola de CAMBIO que se viene el 7 de febrero de 2021, una con la #CapacidadParaCambiar este pa\xc3\xads al que\xe2\x80\xa6 https://t.co/4i2xUNn1fC'",,CapacidadParaCambiar,412,134
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 16:34:24 +0000 2020,1339972291434852352,"b'Por nuestros hermanos en el exterior y sus familias en Ecuador: VAMOS A BAJAR EL COSTO DE ENV\xc3\x8dO DE REMESAS AHORA, n\xe2\x80\xa6 https://t.co/pxQMJQsMAN'",,,363,132
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 16:28:54 +0000 2020,1339970907192889345,b'- Crear un fondo para financiar emprendimientos de migrantes y una bolsa de empleo nacional EXCLUSIVA para ecuatori\xe2\x80\xa6 https://t.co/GSRl99lJ8f',,,151,69
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 16:28:53 +0000 2020,1339970904739221505,b'\xc2\xbfQu\xc3\xa9 proponemos? \n- Mejorar y automatizar todos los procesos y tr\xc3\xa1mites consulares\n- Cumplir el pago a los becarios\xe2\x80\xa6 https://t.co/6In10QVam7',,,285,106
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 16:25:23 +0000 2020,1339970023822114816,"b'Nuestros hermanos hicieron un sacrificio al irse del Ecuador. Sin embargo, los corruptos roban, el desempleo es ram\xe2\x80\xa6 https://t.co/KvWgQqDpOY'",,,735,186
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 16:22:51 +0000 2020,1339969385381982208,"b'En el D\xc3\xada Internacional del Migrante, recordemos esta cifra: las remesas enviadas por los ecuatorianos en el exteri\xe2\x80\xa6 https://t.co/ocbrN2Iw0O'",,,219,96
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 16:01:27 +0000 2020,1339964000927412229,"b'\xc2\xa1Estamos EN VIVO! Los espero en el evento donde compartiremos nuestros planes, programas y proyectos para la prospe\xe2\x80\xa6 https://t.co/6rWVoFB04F'",,,125,68
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 15:31:10 +0000 2020,1339956377217888256,b'@MarcoCastilloEC \xc2\xa1Gracias! Un abrazo.',MarcoCastilloEC,,2,1
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 15:29:29 +0000 2020,1339955954218135552,"b'@vecinaquerida Espero que hayas disfrutado el video, un abrazo.'",vecinaquerida,,1,0
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 15:29:02 +0000 2020,1339955840342781964,b'@EReinosoN \xc2\xa1Gracias! \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc.',EReinosoN,,1,0
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 15:28:31 +0000 2020,1339955711422439426,b'@LeoStagg Un mensaje que todos necesitamos en estos duros momentos. \xc2\xa1Gracias por tus palabras!',LeoStagg,,28,4
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 15:24:58 +0000 2020,1339954817805004803,b'@Heidygutierrezc \xc2\xa1Muchas gracias! \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbc.',Heidygutierrezc,,0,0
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 15:24:37 +0000 2020,1339954729779154946,b'@hromeronogales La familia es el soporte en los momentos m\xc3\xa1s dif\xc3\xadciles. Te agradezco por tu mensaje.',hromeronogales,,1,0
Guillermo Lasso,LassoGuillermo,,624171,Fri Dec 18 15:23:06 +0000 2020,1339954347384422401,b'@diegomelorib Necesitamos esperanza en estas festividades y estar m\xc3\xa1s unidos que nunca.',diegomelorib,,2,1
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Tue Dec 15 01:35:53 +0000 2020,1338659011156119553,b'\xc3\x81lvaro Noboa al pa\xc3\xads.\n\nhttps://t.co/Kp2vVHOvVV',,,439,242
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Sat Dec 12 10:49:39 +0000 2020,1337711203410440192,"b'Con Dios. Ecuatorianos\nNuestra prioridad es darle empleo, alimentos y salud al 100% de los ecuatorianos, eso es lo\xe2\x80\xa6 https://t.co/lTUK75VvJf'",,,1807,363
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Sat Dec 12 03:42:23 +0000 2020,1337603681559175168,"b'Gracias a todos los ecuatorianos que est\xc3\xa1n vigilantes a las afuera del #CNE, en sus hogares y en todas las provinci\xe2\x80\xa6 https://t.co/UxZafzh2nE'",,CNE,756,256
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Fri Dec 11 16:32:53 +0000 2020,1337435194668814339,b'\xc2\xa1GRACIAS A LA UNI\xc3\x93N EUROPEA! \xf0\x9f\x87\xaa\xf0\x9f\x87\xba\n \nPor el respaldo y apoyo al #Ecuador durante estos dif\xc3\xadciles momentos que atravies\xe2\x80\xa6 https://t.co/2NzB8IpNTq',,Ecuador,592,230
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Thu Dec 10 02:22:56 +0000 2020,1336858908997115910,b'El Comit\xc3\xa9 de Derechos Humanos de las Naciones Unidas abre el caso contra Ecuador por violaci\xc3\xb3n de derechos pol\xc3\xadtico\xe2\x80\xa6 https://t.co/ssYG5WrOY5',,,495,229
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Wed Dec 09 23:18:01 +0000 2020,1336812375777882117,b'Informe al pa\xc3\xads sobre las encuestas de Radio Sucre del 09 de Diciembre 2020 https://t.co/WPUj6hK9wr',,,631,241
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Sun Dec 06 14:33:33 +0000 2020,1335593224262606848,"b'Desde el fondo de nuestros corazones\xf0\x9f\x92\x99\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x99 junto a mi esposa, hijos y nietos les deseamos salud, progreso y prosperid\xe2\x80\xa6 https://t.co/VRZoYyriM3'",,,737,264
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Sun Dec 06 12:57:55 +0000 2020,1335569155765002240,b'Que hice durante los 10 a\xc3\xb1os del Corre\xc3\xadsmo? Me quede en Ecuador generando trabajo y pagando impuestos como el m\xc3\xa1s g\xe2\x80\xa6 https://t.co/eao2J0ZLSL',,,3502,445
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Sat Dec 05 17:47:49 +0000 2020,1335279727175757828,"b'Con Dios, se\xc3\xb1ores del CNE, se\xc3\xb1or Guillermo Lasso del Partido 21, se\xc3\xb1ores del Partido Social Cristiano, los \xc3\xbanicos q\xe2\x80\xa6 https://t.co/XHEFRfEVXz'",,,718,284
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Sat Dec 05 01:24:03 +0000 2020,1335032152346464257,"b'\xe2\x80\x9cMis queridos ecuatorianos, me he tomado las redes de mi esposo para darles este mensaje\xe2\x80\x9d.\nAnabella\xe2\x9d\xa4\xef\xb8\x8f https://t.co/MLFgxZwYD4'",,,1889,724
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Thu Dec 03 17:36:27 +0000 2020,1334552088328753154,"b'Ecuatorianos, con Dios.\nEscucha mi plan para generar trabajo para todos en el pa\xc3\xads.\nGracias ecuatorianos, gracias D\xe2\x80\xa6 https://t.co/EpzKRiRSVt'",,,826,371
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Wed Dec 02 16:14:45 +0000 2020,1334169140957999105,"b'Ecuatorianos, con Dios.\nLas elecciones del 07 de febrero del 2021, ser\xc3\xa1n declaradas nulas por la mayor\xc3\xada de los ecu\xe2\x80\xa6 https://t.co/Wfl7qACSJg'",,,811,581
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Wed Dec 02 00:03:24 +0000 2020,1333924694714703872,"b'Ecuatorianos; con Dios, quiero dejar aclarado, que yo s\xc3\xad he aceptado el pedido de los ecuatorianos de correr para p\xe2\x80\xa6 https://t.co/ldvxTFeqec'",,,722,480
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Tue Dec 01 21:28:36 +0000 2020,1333885734344863748,"b'Con Dios. Ecuatorianos,\nLa Cruzada Nueva Humanidad continuar\xc3\xa1 dando atenci\xc3\xb3n m\xc3\xa9dica gratuita y medicina gratuita en\xe2\x80\xa6 https://t.co/Bb9GRxJp4C'",,,529,426
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Tue Dec 01 15:46:15 +0000 2020,1333799581612576768,"b'... pero que ya no hay tiempo para poder registrarme como candidato, ser\xc3\xada un robo, no solo a m\xc3\xad, sino a m\xc3\xa1s del 52\xe2\x80\xa6 https://t.co/SEUu52I7Qh'",,,492,439
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Tue Dec 01 15:45:48 +0000 2020,1333799465623322629,b'Por eso ecuatorianos tienen que ustedes estar conscientes de que los culpables son los corruptos y que yo voy hacer\xe2\x80\xa6 https://t.co/NZDzZSyLfN',,,495,435
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Tue Dec 01 15:45:26 +0000 2020,1333799374829174784,"b'... , viendo todos los problemas de salud, de trabajo y de alimento que hay, lo hice porque los amo y acepte correr\xe2\x80\xa6 https://t.co/dlLmVBXYRo'",,,372,334
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Tue Dec 01 15:45:12 +0000 2020,1333799314762567680,"b'Con Dios\nEcuatorianos a pedido de m\xc3\xa1s del 52% de la poblaci\xc3\xb3n del Ecuador, resolv\xc3\xad correr para presidente de nuestr\xe2\x80\xa6 https://t.co/fmIKTjSEeO'",,,767,501
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Tue Dec 01 00:23:29 +0000 2020,1333567358565298180,b'\xc2\xa1NO DESCANSAREMOS! Hasta hacer respetar al #Ecuador\xf0\x9f\x87\xaa\xf0\x9f\x87\xa8 del abusivo atrevimiento del @cnegobec de no permitirnos la i\xe2\x80\xa6 https://t.co/12fNr2tMDq',cnegobec,Ecuador,833,492
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Sun Nov 22 03:48:24 +0000 2020,1330357437971509248,b'Gracias Ecuador!!! https://t.co/aKXQfR76WS',,,8400,373
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Fri Nov 20 18:59:08 +0000 2020,1329861853107933187,"b'Ecuatorianos, con Dios.\nYa estamos \xe2\x80\x9chasta las marimbas timbas\xe2\x80\x9d que violen nuestros derechos y que le roben a los po\xe2\x80\xa6 https://t.co/TOMv4WbhrM'",,,533,79
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Thu Nov 12 20:15:21 +0000 2020,1326981934375964677,"b'Por eso ecuatoriano, mantente firme, los alvaristas mant\xc3\xa9nganse alvaristas , yo me mantendr\xc3\xa9 en la lucha pero no no\xe2\x80\xa6 https://t.co/kFwgLOlSYB'",,,191,14
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Thu Nov 12 20:14:47 +0000 2020,1326981791606067200,"b'... para ver si de esa manera los forzan a los pobres a votar por la 6, a votar por la 21 o por otro candidato, cosa que no va a ocurrir.'",,,77,9
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Thu Nov 12 20:14:40 +0000 2020,1326981759381221377,"b'Ustedes los pobres \xc2\xbfqu\xc3\xa9 es lo que tienen? Una casa de ca\xc3\xb1a, un televisor y tienen lo m\xc3\xa1s valioso que puedan usar ca\xe2\x80\xa6 https://t.co/9AeywStLa9'",,,58,6
Alvaro Noboa,AbAlvaroNoboa,"Guayaquil, Ecuador",18632,Thu Nov 12 20:14:08 +0000 2020,1326981626363056131,b'De esto se da cuenta el se\xc3\xb1or Arauz y el se\xc3\xb1or Yaku y se han mantenido calladitos de ver el error tan gigante que h\xe2\x80\xa6 https://t.co/hvk3ajzxj7',,,17,2
Andrés Arauz,ecuarauz,Ecuador,55843,Sun Dec 20 13:21:29 +0000 2020,1340648519099662337,"b'RT @oxfam_es: En Ecuador\xf0\x9f\x87\xaa\xf0\x9f\x87\xa8 con todo el dinero que el Estado deja de percibir por beneficios tributarios a las empresas, se podr\xc3\xadan comprar\xe2\x80\xa6'",oxfam_es,,0,48
Andrés Arauz,ecuarauz,Ecuador,55843,Sun Dec 20 03:12:22 +0000 2020,1340495230383087616,"b'RT @petrogustavo: Pasa desapercibida por la prensa y los influencers superficiales, que uno de lo temas centrales propuestos por nosotros,\xe2\x80\xa6'",petrogustavo,,0,2215
Andrés Arauz,ecuarauz,Ecuador,55843,Sun Dec 20 03:11:36 +0000 2020,1340495037877149706,b'RT @adam_tooze: Brazil\xe2\x80\x99s 600 real per month aux\xc3\xadlio emergencial actually turned 2020 into a remarkably good year for poverty-reduction. Bra\xe2\x80\xa6',adam_tooze,,0,336
Andrés Arauz,ecuarauz,Ecuador,55843,Sun Dec 20 02:50:41 +0000 2020,1340489773010587651,b'EN VIVO | Les agradezco por los mensajes de solidaridad y apoyo. Estoy en aislamiento y a trav\xc3\xa9s de la tecnolog\xc3\xada q\xe2\x80\xa6 https://t.co/Bn02CXGNoI',,,1219,287
Andrés Arauz,ecuarauz,Ecuador,55843,Sun Dec 20 01:51:27 +0000 2020,1340474866009583616,"b'RT @amandapaezg: Asi es. Ni encerrarnos en redes sociales, ni irresponsable aglomeraci\xc3\xb3n que contagia el Covid. \xc2\xa1Brigada Militante de Corre\xe2\x80\xa6'",amandapaezg,,0,39
Andrés Arauz,ecuarauz,Ecuador,55843,Sun Dec 20 01:46:49 +0000 2020,1340473700882276353,"b'RT @amandapaezg: El puerta a puerta. Como hemos intentado que se haga, como nos esforzamos para este nuevo m\xc3\xa9todo covid safe y como su nomb\xe2\x80\xa6'",amandapaezg,,0,92
Andrés Arauz,ecuarauz,Ecuador,55843,Sat Dec 19 22:49:35 +0000 2020,1340429096413761539,"b'RT @petrogustavo: El progresista Andr\xc3\xa9s Arauz ganaria la presidencia de Ecuador, pero el r\xc3\xa9gimen de Ecuador planea suspender il\xc3\xadcitamente l\xe2\x80\xa6'",petrogustavo,,0,571
Andrés Arauz,ecuarauz,Ecuador,55843,Sat Dec 19 20:00:11 +0000 2020,1340386466124460033,"b'RT @Vsiley: El famoso lawfare no es solo para estigmatizar a los dirigentes populares, es para disciplinar a los politicos. Para que nadie\xe2\x80\xa6'",Vsiley,,0,398
Andrés Arauz,ecuarauz,Ecuador,55843,Sat Dec 19 18:35:34 +0000 2020,1340365171148140545,"b'\xc2\xbfRecuerdan este caso?\n\nEl procurador dijo que el Banco Interamericano no es banco. \n\nBueno, la Corte Constitucional\xe2\x80\xa6 https://t.co/v8N2Y4Dqcs'",,,1091,570
